data,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_35,yhat_model_30_to_36,yhat_model_31_to_37,yhat_model_32_to_38,yhat_model_33_to_39,yhat_model_34_to_40,yhat_model_35_to_41,yhat_model_36_to_42,yhat_model_37_to_43,yhat_model_38_to_44,yhat_model_39_to_45,yhat_model_40_to_46,yhat_model_41_to_47,yhat_model_42_to_48,yhat_model_43_to_49,yhat_model_44_to_50,yhat_model_45_to_51,yhat_model_46_to_51,yhat_model_47_to_51,yhat_model_48_to_51,yhat_model_49_to_51,yhat_model_50_to_51,yhat_model_51_to_51
15/04/2020,,,,,,,,,,,,,,,,,,,171.61363584040606,179.55199789436512,147.31374626998848,187.49329235016566,141.15087817300102,117.59422073820198,166.95165729345203,188.20585610858083,179.52529246914133,222.38857367620116,134.95499021918098,177.67905268937042,150.4381271192832,191.6100175962058,208.10673130147302,,,,,,,,,,,,,,,,,,
16/04/2020,,,,,,,,,,,,,,,,,,,,183.84891682457487,150.8392794555526,191.98803761668054,144.52173483912242,120.4059940839977,170.94150102337224,192.71468580046155,183.8186322040467,227.7065868079994,138.173759458137,181.9393478946209,154.03649573983822,196.2111865117879,213.0938632510575,212.1559237666087,,,,,,,,,,,,,,,,,
17/04/2020,,,,,,,,,,,,,,,,,,,,,154.36481264111674,196.48278288319543,147.89259150524384,123.2177674297934,174.93134475329245,197.22351549234227,188.11197193895205,233.02459993979764,141.39252869709307,186.1996430998714,157.6348643603932,200.81235542736994,218.08084518431076,217.11580132066965,200.18318474993256,,,,,,,,,,,,,,,,
18/04/2020,,,,,,,,,,,,,,,,,,,,,,200.9775281497103,151.26344817136527,126.02954077558913,178.92118848321266,201.73234518422296,192.40531167385743,238.34261307159588,144.6112979360491,190.45993830512185,161.23323298094823,205.41352434295203,223.06782711756404,222.07567887473064,204.759106835842,201.7116338821907,,,,,,,,,,,,,,,
19/04/2020,,,,,,,,,,,,,,,,,,,,,,,154.63430483748664,128.84131412138487,182.91103221313287,206.24096725882023,196.6986514087628,243.66062620339417,147.83006717500515,194.7202335103724,164.83160160150322,210.01469325853407,228.0548090508173,227.03555642879155,209.33502892175142,206.21940955304638,182.42277520425134,,,,,,,,,,,,,,
20/04/2020,,,,,,,,,,,,,,,,,,,,,,,,131.65308746718057,186.90087594305305,210.74942658731166,200.99199114366817,248.97863933519238,151.04883641396123,198.98052871562285,168.42997022205824,214.61586217411613,233.04179098407053,231.99543398285255,213.91095100766086,210.7271852239021,186.4035790553712,174.92105799568554,,,,,,,,,,,,,
21/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,190.8907196729733,215.25788591580303,205.28533087857352,254.29665246699065,154.26760565291727,203.24082392087334,172.02833884261324,219.2170310896982,238.0287729173238,236.95531153691346,218.4868730935703,215.23496089475776,190.38438290649106,178.65969857439103,201.81488101412458,,,,,,,,,,,,
22/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,219.76634524429446,209.57867061347892,259.61466559878886,157.48637489187328,207.50111912612383,175.62670746316823,223.81820000528026,243.01575485057708,241.91518909097442,223.06279517947974,219.74273656561343,194.36518675761087,182.39833915309657,206.0372655304734,213.35436725554615,,,,,,,,,,,
23/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,213.87201034838426,264.9326787305872,160.70514413082932,211.7614143313743,179.22507608372328,228.41936892086233,248.00273678383033,246.87506664503536,227.6387172653892,224.25051223646912,198.34599060873072,186.1369797318021,210.25965004682217,217.7267400352407,195.84257527196016,,,,,,,,,,
24/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.25069186238545,163.9239133697854,216.02170953662474,182.82344470427827,233.02053783644445,252.98971871708355,251.83494419909633,232.21463935129864,228.75828790732479,202.32679445985056,189.87562031050766,214.482034563171,222.0991128149352,199.77205149906516,222.37518724469172,,,,,,,,,
25/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.14268260874144,220.28200474187528,186.42181332483327,237.62170675202648,257.9767006503368,256.79482175315724,236.79056143720808,233.26606357818048,206.3075983109704,193.61426088921317,218.70441907951977,226.47148559462974,203.70152772617018,226.7724346984257,214.28015911892354,,,,,,,,
26/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.54229994712574,190.0201819453883,242.22287566760858,262.96368258359007,261.7546993072182,241.3664835231175,237.77383924903614,210.28840216209022,197.35290146791868,222.9268035958686,230.8438583743243,207.6310039532752,231.1696821521598,218.4267623316795,209.10839367481105,,,,,,,
27/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.61855056594325,246.82404458319064,267.95066451684335,266.7145768612791,245.9424056090269,242.28161491989184,214.2692060132101,201.09154204662423,227.1491881122174,235.21623115401883,211.5604801803802,235.5669296058938,222.5733655444354,213.07552122135843,187.20140035471852,169.8678986912917,208.99338596306413,269.7453899385174,201.35352686178183,199.97441078283364,207.57943650097417
