,,,yhat_model_1_to_7,yhat_model_1_to_8,yhat_model_1_to_9,yhat_model_1_to_10,yhat_model_1_to_11,yhat_model_1_to_12,yhat_model_1_to_13,yhat_model_1_to_14,yhat_model_1_to_15,yhat_model_1_to_16,yhat_model_1_to_17,yhat_model_1_to_18,yhat_model_1_to_19,yhat_model_1_to_20,yhat_model_1_to_21,yhat_model_1_to_22,yhat_model_1_to_23,yhat_model_1_to_24,yhat_model_1_to_25,yhat_model_1_to_26,yhat_model_1_to_27,yhat_model_1_to_28,yhat_model_1_to_29,yhat_model_1_to_30,yhat_model_1_to_31,yhat_model_1_to_32,yhat_model_1_to_33,yhat_model_1_to_34,yhat_model_1_to_35,yhat_model_1_to_36,yhat_model_1_to_37,yhat_model_1_to_38,yhat_model_1_to_39,yhat_model_1_to_40,yhat_model_1_to_41,yhat_model_1_to_42,yhat_model_1_to_43,yhat_model_1_to_44,yhat_model_1_to_45,yhat_model_1_to_46,yhat_model_1_to_47,yhat_model_1_to_48,yhat_model_1_to_49,yhat_model_1_to_50,yhat_model_1_to_51,yhat_model_1_to_52,yhat_model_1_to_53,yhat_model_1_to_54,yhat_model_1_to_55,yhat_model_1_to_56,yhat_model_1_to_57,yhat_model_1_to_58,yhat_model_1_to_59,yhat_model_1_to_60,yhat_model_1_to_61
,,,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean
MS,RMSE,mlp,9.838550699369268,11.543504877391591,16.195836303540336,15.97297165252795,19.269206338379604,19.885981943282193,21.045479894521453,18.190554354624954,18.230419737500466,19.49776847573416,22.240207214405398,22.03835720766797,27.124321587756384,31.828057954665926,37.492402565543436,30.65773365536304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,RMSE,svr,25.17600931831399,27.580493542701088,31.01076304917891,34.8067629123298,37.06792324670157,38.82667676872338,38.087456164181454,35.249314297388175,35.873476961340344,37.59175760814754,40.90348086678236,40.30348355459022,45.97621229898384,50.51497179074191,56.300686591924716,49.05777864533186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,MAE,exponential-holt,13258.952262475801,13736.760766187583,13723.26141694765,13581.759358093064,12935.219490150104,13018.442497905513,12384.924223122143,12351.118083962398,12344.97370460734,12633.055397253454,12170.778609010678,12165.751998948457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,MAE,gaussian-process,40.51213209042147,44.45937827676778,49.50039897962028,54.93662038348051,55.18605975731346,62.74593931903321,59.90502206449546,61.875307868746546,56.15429502190053,62.176678359636384,50.71915923628235,59.78770752949546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,MAE,linear-regression,27.076190476190487,32.85952380952381,38.24777777777777,43.31878787878788,43.74084848484848,48.78250194250192,46.44307692307692,44.385699633699616,37.85434920634921,39.19417647058825,28.35745098039214,30.84527462446968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,MAE,mlp,32.04964124253273,36.78199827412079,40.580878695445506,46.017745341384106,46.2946260238632,52.24953312506128,49.79477501981921,48.05817914956665,43.02283260384223,44.77588648091344,35.754445158677406,38.55589709567493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,MAE,svr,39.621979599097735,45.07661534506502,49.29842921397039,55.24547548777836,55.43444392377776,61.78327363443479,60.18915149514918,59.59471906478158,54.83971926897728,57.98852392046911,48.95616709591747,52.77780225672009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,MSLE,exponential-holt,15.976533549743555,15.639498456475597,15.188055392517366,14.716887740833686,14.108850753843198,13.85379103954119,13.333548951833546,13.144021112545184,12.992960700425973,13.020738211108256,12.719744862078374,12.674234058307636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,MSLE,gaussian-process,2.0672762335068557,1.7738054397313432,1.7329005685265342,1.688681527237859,1.1987497740613977,1.3355667852237434,0.8543455265695544,0.7380254900366734,0.4591204028604378,0.4994444163199414,0.25259720391931423,0.33095760847744554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,MSLE,linear-regression,0.44759886225655177,0.5539388864926528,0.6327730058506187,0.6658987520950951,0.5236722282221015,0.5423846335663343,0.3739167989049845,0.2700807623015737,0.1534966677885783,0.14059116848210432,0.058441374606717486,0.06212328007711525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,MSLE,mlp,0.7686083609605828,0.798068852277588,0.7740031778703781,0.8197847566040132,0.6295077729758518,0.6786937692987316,0.4613785914563813,0.33862581903315475,0.2148218769578984,0.1988453506869785,0.10237750421366468,0.10654875251236387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,MSLE,svr,1.8884174583438709,1.887513339194631,1.7165264241310243,1.7411085394019843,1.2264172002426696,1.2736627443481645,0.8749445782634079,0.6682098257011572,0.4311049217427648,0.4207414441723805,0.23289012836036524,0.24880624947215224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,RMSE,exponential-holt,27121.90238045184,27765.87258465316,27391.759686455825,26763.83313198773,25146.97212951468,24989.962090290413,23449.831008818837,23084.586623272207,22774.36091383781,23013.7524892364,21865.723901874208,21570.533818996555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,RMSE,gaussian-process,52.489000354517756,56.903323476606424,61.60750417390843,66.58702649637118,66.65089962646537,73.31994852525672,70.2810687600131,71.52709360712586,65.78614245396321,70.65687040361938,58.96791453940703,66.95792391791555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,RMSE,linear-regression,37.41640114749056,43.553156785546506,48.53122992236832,52.98869779173585,53.11086976365893,57.13041878995148,54.339178785520964,51.419710722239245,44.2961517116621,44.334669171126855,32.6644798511263,34.06659552774003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,RMSE,mlp,42.91489633042248,47.75572467612626,51.25095262040928,56.094229015774204,56.18317925857212,61.31207133373763,58.38291176755497,55.857377417805395,50.520657694001635,51.06220249346554,41.59274325199117,43.34203485371717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,RMSE,svr,51.782505699156495,57.48494467542056,61.50981566876617,66.9674392679548,66.99212167859005,72.58302206559519,70.72579731699435,69.62101893264712,64.53139863966983,67.00518260157293,57.317544926992035,60.684322050274744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,MAE,exponential-holt,9054.930522898632,11335.487744922519,11849.341858666416,12450.143586730524,12063.67506911817,11483.374458238137,12122.265033030722,12714.635215778799,12789.167383343376,12222.266053189913,13635.091630158635,13843.196377812583,13938.316323652676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,MAE,gaussian-process,52.189165227346926,63.661872220375564,71.59484016625748,87.40568506680808,99.51428435415035,108.27027220206705,124.20341205381071,144.00628034374893,174.4241458050643,179.0871526071563,219.8645094063224,250.2106456109009,277.2036371323755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,MAE,linear-regression,45.79047619047619,53.558888888888895,62.17451851851853,75.19878787878787,88.5149090909091,95.58442890442892,108.14959706959708,126.1664761904762,154.2191746031746,158.15094117647058,188.21366013071895,222.0884531590414,239.69642105263162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,MAE,mlp,46.65848095279663,55.768692744582154,64.60458234979127,78.21630333752569,91.8607192399226,98.39196364816758,112.01519092689439,131.0917060233935,159.69454199499555,165.37870213457896,196.61800397756562,231.4121788499929,251.9536348975496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,MAE,svr,52.05362931704566,62.62168832919874,72.05950128491719,86.38259562834624,100.05096927568941,107.6563881288553,122.17519867266712,142.46248804414836,172.02605428601046,177.49769809592487,210.47342272564688,246.44581628486955,266.1748453696098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,MSLE,exponential-holt,12.223625209194305,12.847137437551869,12.373004020653985,11.962621158617642,11.170761183977936,10.31409666459416,9.999482012973344,9.668831537916473,9.070972779125801,8.276283873101567,8.261046894486347,7.732773356634303,7.200012937850581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,MSLE,gaussian-process,2.0212684909492085,2.6469462960502663,2.1545338572180643,2.694595360523661,2.485663180952512,1.868997574087596,1.770131868132439,1.7679633523923497,1.9744363969663936,1.201811718484645,1.5107781316985898,1.3281742061379298,1.1234108485376388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,MSLE,linear-regression,1.0895756252853732,1.1239567558806745,1.099434318039196,1.2593877738595265,1.3651318130594654,1.0712514263265491,0.9795103453161554,0.9939026449261141,1.1244761228391065,0.7435143891844966,0.8167002187262776,0.8205931561554515,0.6695333791433704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,MSLE,mlp,1.1786376583860991,1.3377095384136095,1.2939821169895471,1.5009497357945705,1.6191279818492066,1.2079083207074133,1.1286921933703484,1.1606372595308534,1.3050682650746563,0.8783346735291376,0.9683679442331096,0.9645558000020459,0.8059261597678299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,MSLE,svr,2.0028764026597368,2.446788970405576,2.234406796942876,2.549794341159315,2.568643783618355,1.8359109438988088,1.6685127070164445,1.6902522561607598,1.8696341601318132,1.165957658565742,1.2974340644367266,1.267253268610792,1.001545155234715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,RMSE,exponential-holt,18402.883633150355,22843.785353077543,23601.812258627182,24512.915578594464,23449.103366555904,22028.8272539363,22987.12376002061,23832.63063950492,23677.55660396337,22334.99220218544,24664.444381909376,24738.61627360104,24611.694268276948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,RMSE,gaussian-process,74.25791460093465,85.40225344391611,95.78643592190569,112.93469968128788,126.45373363949406,139.17873297733698,159.9327168993536,184.41790289549903,223.43728404219127,242.7521715984335,288.5380939516715,338.37845273968037,387.02027554888684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,RMSE,linear-regression,67.0608389632055,74.10175374043051,84.74832469300857,99.05661513879231,113.39881754889512,124.5610320564262,141.80536374997348,163.91234382176,200.50887404884503,219.00902916585588,254.4212239800784,306.36110094864006,346.80164320173554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,RMSE,mlp,68.05088923766114,76.67307339625728,87.61431489640478,102.59956067119724,117.40851442904312,127.91524148730257,146.43565005539298,169.7829923621649,207.0365961049541,227.5510298056785,264.54536702373156,317.57067166820786,361.87692990921715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,RMSE,svr,74.1730018953958,84.60575500168879,96.26543043751171,112.15801304097285,127.02009876814655,138.7959860067668,158.39777506329546,183.08614328954042,221.65036119401756,241.45589063675197,281.175279242883,335.74182559526474,378.975822396138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,MAE,exponential-holt,19.82792811208864,18.729102612237607,13.618049689491393,10.019784545276504,10.876766142373128,13.884488371256474,16.505724998094813,19.158697412102914,21.96314854786681,19.314312451538893,20.190964962839253,24.828750989495802,35.57528583376028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,MAE,gaussian-process,19.632015605794386,20.47415639676043,20.431614431834554,26.808823492092422,31.340643238311497,37.867250281614034,43.33399358089635,52.45427183057552,54.32962167082214,64.89655507032961,75.29214894179009,89.15688606292774,102.4943646959068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,MAE,linear-regression,17.154285714285713,16.635714285714286,14.862962962962966,18.165656565656565,22.759999999999994,28.32540792540793,33.76358974358974,41.97069597069597,44.38380952380952,52.621843137254906,63.44411764705882,75.82362573099415,89.3719298245614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,MAE,mlp,17.48716566192198,17.057012248230965,16.015918766816313,20.52867501939116,25.343721783423533,30.904164422879372,36.59603075021142,44.771467631076376,47.39202064482194,55.42272513408877,66.90515132228414,79.26257113625847,93.22844116345765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,MAE,svr,19.878535672077287,20.333140654455608,20.208639240215835,26.200936625456592,31.732390203952423,37.80218737614364,43.685037643610784,52.454258793107826,55.13675621617882,63.97443677472638,75.94325122512625,89.13816070187666,103.19932828139551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,MSLE,exponential-holt,1.4966564642482378,0.669849311339109,0.1868508504421966,0.06122121657154871,0.0534874479717401,0.06291470057899788,0.0643133761057693,0.06769115225240142,0.06272425034882179,0.038541071588286936,0.03519197499665309,0.046584410396535436,0.08423198393682023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,MSLE,gaussian-process,1.8413540917735167,1.1293125458975628,0.7257852021613658,1.0371183138683906,1.0760882596540833,1.2024155816868307,1.1563508673213376,1.3853202143531875,1.0056222145754432,1.1757935951968634,1.2318537479250142,1.4718711528360977,1.6176348623272934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,MSLE,linear-regression,1.0264380377973312,0.538692178993873,0.2749770258813255,0.3060856328975007,0.3707056534432163,0.4408683133829571,0.4825463952798213,0.6004126298963707,0.5064018757824413,0.5525292403691818,0.6452959296759417,0.7766031321005396,0.916134410283942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,MSLE,mlp,1.1056776554217318,0.5846919271647942,0.3391075941735397,0.4307221501930768,0.510565553639349,0.5778755672439858,0.6231955419873622,0.7491858862049676,0.6263939773041912,0.6599437418986179,0.7775560311323036,0.9140949428872904,1.0783895677320894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,MSLE,svr,1.953470289066176,1.108241317672814,0.6994144162005439,0.9694123247812536,1.1289402511634092,1.207756369560375,1.1946126742567311,1.4013654796767814,1.0606697801336815,1.1317486447291645,1.2787100490387515,1.4812914081631137,1.6868583985331091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,RMSE,exponential-holt,22.98419006068541,24.3434173104228,20.540096598299588,15.747531378280884,15.891925086124195,19.88308158451448,23.081566183998167,25.217507207703523,29.20539340753575,23.812263222699944,23.753254084647605,28.29567612237227,39.47040801933055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,RMSE,gaussian-process,23.59129205320189,27.021837124457733,29.395202043417157,37.40384358192699,43.499820178764296,52.253137095628595,59.89368445576358,70.11439228841714,75.76994149855001,87.21332835894638,98.95597530447172,112.71111755211638,125.49304769617092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,RMSE,linear-regression,20.673913037258057,22.82326171935563,23.10305682302455,28.101362290744074,33.839779678733635,41.64623109473386,49.05253614009318,58.222054583972465,64.2226164767536,72.84770114460069,84.84523727218831,97.18255187124805,110.02572183108187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,RMSE,mlp,21.06121933681065,23.298296640915538,24.44709801812406,30.71887503275548,36.771510391348464,44.585099309612865,52.31237051003005,61.52067460098219,67.87886495452355,76.35052571935104,89.0434825309771,101.33120003815323,114.63557464380236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB,RMSE,svr,23.83260738418716,26.929997788396527,29.16965171592627,36.945184588768,43.88270399787578,52.30190983151206,60.252948386634884,70.2746716156217,76.58717854609517,86.57166290297535,99.69426624339708,112.87851823302088,126.51767406354514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,MAE,exponential-holt,16.84638240812954,60.904220468866995,88.2216363677633,93.36501804151888,110.09915015074749,115.96503252337796,96.43974480808242,67.91885638936064,37.30581455184835,45.3366762125337,64.67552830775796,103.27241052071095,161.41461888045575,235.34094346572698,325.40243601826313,424.768192088716,466.91151070870836,500.965188249212,554.4330239703588,524.0875052424083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,MAE,gaussian-process,26.38739477956939,36.00671729115429,42.019614479713894,47.53666052809874,54.943161114660406,75.7832970185747,94.67219596782287,127.52782051382351,159.86951275679908,198.97067671889087,253.75354829394448,319.86143893652286,390.9332523276591,476.0686352786958,569.7890146624293,663.3495692444408,759.7639003531027,887.7509734498226,1029.1545510860494,1060.7768695103262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,MAE,linear-regression,11.66666666666667,11.686666666666666,16.00592592592592,23.150303030303025,30.42424242424241,45.7576534576535,65.63150183150182,95.43531135531136,134.22714285714287,173.52307843137254,226.92405228758167,293.16798990941413,363.2280233918128,447.0757794486216,540.1542972582973,631.6346245059287,720.983188405797,842.1326763285022,980.6246153846154,1006.9041504273503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,MAE,mlp,17.576075948252818,20.28845796940373,28.77684898578195,32.666718996187484,38.38043887720555,57.79273870229927,78.65211425836063,110.48638506936109,142.00941128053614,182.03748702026402,235.53305784003263,300.3755511917882,370.1183949713974,455.53662838195885,547.7266409960258,640.2775839792596,732.3844891303364,853.1674895791332,993.6164243250104,1022.8759259722243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,MAE,svr,26.544333485577003,31.70165093680513,41.24266688857092,45.51635758175373,53.74219177249679,74.31654838180339,94.42054841377696,126.69984809634954,160.63826473516966,197.88819958631856,252.0748624107044,318.3958007322704,388.8517215347395,473.0564460810268,566.6565474705782,658.5902974147091,749.2843163353748,873.6561631248143,1013.2171858977814,1042.6248787747554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,MSLE,exponential-holt,0.05280844126494904,0.32033819182300816,0.4410951738819393,0.3947741034623363,0.4131019751545598,0.3660653461906485,0.2301592199869618,0.12405773205447193,0.04874774338275063,0.030722224769484382,0.03365134645719938,0.05293786018045221,0.10473168519175748,0.1800514991744453,0.2863196301209875,0.3899459848168345,0.3409216819801643,0.3033962135334582,0.3060183374193441,0.18215016693178687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,MSLE,gaussian-process,0.3923078047332407,0.6641328877757642,0.6866051031747765,0.6689867153027117,0.6883056013981033,0.9887717231721804,1.1083330360657035,1.4631338050897371,1.5241863158508575,1.604904875753544,1.9084946656502235,2.2085968315540567,2.4231744426606103,2.6986149686891747,2.878312277524342,2.642523687858413,2.416520324509941,2.506460128662797,2.6035362566599716,1.6868118235243383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,MSLE,linear-regression,0.05503706052369543,0.04144513437630285,0.06098349726224904,0.10164793575958557,0.13532367848864882,0.22122572854074932,0.3419959309860824,0.5198089476790408,0.7506048020779227,0.8988270500868294,1.1292814455954037,1.4002179690592336,1.6141592951553825,1.865201038729397,2.0750576833304373,1.9866022225812556,1.8239262990807803,1.884908722673645,1.9925776086744136,1.3352831305064696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,MSLE,mlp,0.13315882604203386,0.14171807448695264,0.2240981189773007,0.2353292184607385,0.2400021558891485,0.4084102400948614,0.5700933334803583,0.814920340213165,0.9130323338036634,1.0905500408496736,1.3345903117390954,1.5839945183898783,1.7856031647776152,2.08294208599803,2.257928949043335,2.1544716491906755,1.9999898863560988,2.0243851866901688,2.1497841031228497,1.439220493671716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,MSLE,svr,0.3999409691664925,0.4674285321668584,0.656582807829142,0.6066791938106437,0.6514365262867717,0.9422067908047006,1.1054862255429108,1.4431405639161128,1.5655916688769451,1.5815435630838537,1.8657939105771848,2.182127062633881,2.3756195384495373,2.631788970715749,2.8131442646275993,2.563470678317324,2.275490344326652,2.317108003389218,2.4161109833001078,1.5752579449850406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,RMSE,exponential-holt,24.749908986576962,87.09677703327276,122.69013757920669,127.09026780494186,147.95638201473056,149.41441453993022,120.22493384012596,80.56113211299109,43.85376466389023,64.66028379184233,94.19723794648552,156.24121061656462,234.2616666561224,319.7331680603939,418.3895089641442,531.8069124819061,572.9047075261593,585.7387004823015,620.1942293301843,590.3541619840378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,RMSE,gaussian-process,34.89244124476975,46.610366014190795,57.06899327879366,67.44743275915647,78.64040591071254,112.15089414258514,141.5230214422238,192.0380154100156,245.50711508000583,305.9080783838097,379.1191115060382,466.001696587603,553.0552729354541,653.6303918227268,761.563299525439,879.3187733332699,994.1302179637537,1135.07073719413,1282.8647746925544,1334.7339104990076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,RMSE,linear-regression,17.43291905180159,18.904937626627238,27.979392769556064,39.88209513165781,50.118664696539796,80.23457624954608,110.86280936591477,159.88531329235158,218.27239792029945,278.53747766790696,349.8136439543258,436.0499816089034,521.6540809520426,620.5436633768003,727.3620100645695,842.95752944746,950.9138981732943,1084.4758648627342,1228.1579299238,1274.1672426245868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,RMSE,mlp,24.397144632954497,29.423530362113915,42.096698038372175,51.45709090164016,59.74538569691303,93.15206410027297,124.27306564284815,174.13806240117498,226.04307589570016,288.3112672492574,359.9079259711666,444.85113153306384,530.1390600035595,631.435111495946,737.098757400658,854.2713853160992,966.5542328681944,1098.5288131030863,1245.549472588557,1295.1588512742692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,RMSE,svr,35.08913702658762,42.65085659324129,56.50921162190495,66.02598013974082,77.71001054593687,111.24417354838751,141.480902034437,191.7116952765419,246.37701057762413,305.35680481790587,378.1085283623575,465.4008805445321,551.8571940520063,651.8776961384193,759.7201631521643,876.1860791243613,986.2290542879083,1123.1053781708017,1269.9447273956534,1318.9215387443655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,MAE,exponential-holt,86.7736924692938,85.10149751278949,91.21580641775795,107.26989230565088,120.82027055459305,130.56642350603175,125.07593087524891,116.49341726215131,109.92837459806931,98.80769934459155,85.1037550833037,65.13961762706413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,MAE,gaussian-process,12.570157303865043,12.566284573872574,11.673573455007062,12.13830643262105,12.90735914243356,16.879674708671534,20.224714251960954,23.97666885398745,29.793835633892165,36.995456516232274,45.98297527518301,50.80028512344983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,MAE,linear-regression,4.676190476190481,6.358730158730155,5.268222222222222,5.052040404040402,6.0290909090909075,8.209090909090914,11.509523809523806,15.536996336996337,20.69333333333334,27.334313725490198,34.85718954248365,43.22414860681115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,MAE,mlp,3.3675379248874804,4.7878787740241275,4.757878953627755,4.987091903734292,6.288595640932617,8.468824314228767,11.907005124520225,16.15516376737027,21.888372047867612,28.69471215568688,35.411802352120255,43.6394159176967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,MAE,svr,12.952386155124692,13.120533708816414,11.928743186875849,12.237290126608965,13.262126748561958,17.327180813918336,21.310282609918925,24.870545585430776,30.903546608078532,38.49107563111504,47.768586949395726,52.971677586099204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,MSLE,exponential-holt,1.722039428911753,1.5679965206221094,1.5605859545208496,1.6945073898381693,1.7468755088185273,1.6931287584610035,1.4262898317672896,1.1505247424399208,0.9215425348714372,0.6796746837776506,0.4632924890336833,0.2570462889192227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,MSLE,gaussian-process,0.640727859372155,0.5042164226723856,0.3506308499863146,0.3238363893588677,0.30586428837944,0.44391677066733204,0.5105439420971004,0.5729276314288536,0.7016768169378218,0.8474547723112199,1.0863851717303041,0.9629177153545408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,MSLE,linear-regression,0.05208739358715445,0.08435991856729094,0.05437180399654685,0.044087886830150316,0.04568303150848548,0.07265270432035971,0.11607951360893125,0.17151835978146074,0.2408516247795486,0.33348482272040625,0.4389565013206461,0.5442337072799126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,MSLE,mlp,0.03029561076984462,0.04741030323752719,0.044847168734018165,0.04281776871105601,0.05103229470143636,0.0794425251107645,0.12687016670909512,0.18969168956841745,0.2784217873297425,0.37854501186029615,0.4580058493384111,0.5612913604268989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,MSLE,svr,0.7071855956579253,0.5736583229887714,0.37314761931947404,0.3345186905231656,0.3300034412035813,0.4804577965678793,0.5891610171173315,0.6405513644459515,0.7945412975711288,0.9775172023216272,1.2609403323786574,1.1169402145232172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,RMSE,exponential-holt,128.47240586903163,125.38847761137228,133.15662688697543,154.46094707956752,171.66543799537803,182.80064175561319,172.76762257782738,159.17426263475147,148.4249648852913,132.00102640113718,113.6554392337567,87.20000436314865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,RMSE,gaussian-process,15.163136532887055,15.394602495267625,14.985014578776038,16.00810099077969,17.52775204705817,22.98518224341775,28.47299165850584,34.1312011843237,42.19970409848826,51.81613393807422,62.40966981690129,70.56515739748438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,RMSE,linear-regression,6.403549185949209,8.281035442320997,7.723001479467152,7.778931369258106,8.787011451451162,12.888858691543666,18.483959817064587,24.397496676108,31.94930011405224,41.28149753387085,50.64592291153547,61.718880858075856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,RMSE,mlp,5.124096322433991,6.713986830309413,7.155367214748748,7.686132602651797,9.203145985653128,13.311778383330363,19.02136374105556,25.147737468152226,33.267064421661736,42.65541769521307,51.19033253873274,62.20382848761466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,RMSE,svr,15.558261562558204,15.947789635257495,15.265946449890164,16.169166756707515,17.935762300714977,23.47198604420852,29.46889694060423,35.022446773706434,43.33505660408467,53.30379569904088,64.15368131829415,72.6230571323794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
