data,yhat_model_1_to_7,yhat_model_1_to_8,yhat_model_1_to_9,yhat_model_1_to_10,yhat_model_1_to_11,yhat_model_1_to_12,yhat_model_1_to_13,yhat_model_1_to_14,yhat_model_1_to_15,yhat_model_1_to_16,yhat_model_1_to_17,yhat_model_1_to_18,yhat_model_1_to_19,yhat_model_1_to_20,yhat_model_1_to_21,yhat_model_1_to_22,yhat_model_1_to_23,yhat_model_1_to_24,yhat_model_1_to_25,yhat_model_1_to_26,yhat_model_1_to_27,yhat_model_1_to_28,yhat_model_1_to_29,yhat_model_1_to_30,yhat_model_1_to_31,yhat_model_1_to_32,yhat_model_1_to_33,yhat_model_1_to_34,yhat_model_1_to_35,yhat_model_1_to_36,yhat_model_1_to_37,yhat_model_1_to_38,yhat_model_1_to_39,yhat_model_1_to_40,yhat_model_1_to_41,yhat_model_1_to_42,yhat_model_1_to_43,yhat_model_1_to_44,yhat_model_1_to_45,yhat_model_1_to_46,yhat_model_1_to_47,yhat_model_1_to_48,yhat_model_1_to_49,yhat_model_1_to_50,yhat_model_1_to_51,yhat_model_1_to_52,yhat_model_1_to_53,yhat_model_1_to_54,yhat_model_1_to_55,yhat_model_1_to_56,yhat_model_1_to_57,yhat_model_1_to_58,yhat_model_1_to_59,yhat_model_1_to_60,yhat_model_1_to_61
10/04/2020,,,,,,,,,,,,,,,,,,,,,,,,1287.518355515513,1503.0416682097152,1515.2915086019998,1618.5006355043724,2571.4119580412703,3122.925165549351,3758.848810814503,4285.342892758953,4734.036352286083,4861.766730702563,5170.554629294182,6074.696595610327,7128.835590639181,7990.018900273037,9669.425681971938,,,,,,,,,,,,,,,,,
11/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,1503.0416682097152,1515.2915086019998,1618.5006355043724,2571.4119580412703,3122.925165549351,3758.848810814503,4285.342892758953,4734.036352286033,4861.7667306062385,5170.5545671327745,6074.679536382382,7126.9321198392745,7919.5729852490695,8798.444657729297,9892.192161884002,,,,,,,,,,,,,,,,
12/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,1515.2915086019998,1618.5006355043724,2571.4119580412703,3122.925165549351,3758.848810814503,4285.342892758953,4734.036352286033,4861.766730606185,5170.554567039236,6074.679466471861,7126.9108004058635,7917.400661010585,8722.90691067045,8925.744881033628,10305.88441498624,,,,,,,,,,,,,,,
13/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.5006355043724,2571.4119580412703,3122.925165549351,3758.848810814503,4285.342892758953,4734.036352286033,4861.766730606185,5170.554567039184,6074.679466366648,7126.910713016321,7917.376343582105,8720.580233313032,8841.770373507836,9386.879396000639,10451.670221164311,,,,,,,,,,,,,,
14/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,2571.4119580412703,3122.925165549351,3758.848810814503,4285.342892758953,4734.036352286033,4861.766730606185,5170.554567039184,6074.67946636659,7126.910712884791,7917.376243923506,8720.554198672517,8839.18205972767,9307.76431176946,9431.46318941308,11033.643537574675,,,,,,,,,,,,,
15/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122.925165549351,3758.848810814503,4285.342892758953,4734.036352286033,4861.766730606185,5170.554567039184,6074.67946636659,7126.910712884718,7917.376243773521,8720.554091992257,8839.153090200065,9305.333772633123,9342.785828809994,10062.103916045906,13010.78048479228,,,,,,,,,,,,
16/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3758.848810814503,4285.342892758953,4734.036352286033,4861.766730606185,5170.554567039184,6074.67946636659,7126.910712884718,7917.376243773439,8720.554091831713,8839.152971482776,9305.306601384387,9340.052052486148,9978.45980572288,11905.848388590128,13581.804652883442,,,,,,,,,,,
17/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4285.342892758953,4734.036352286033,4861.766730606185,5170.554567039184,6074.67946636659,7126.910712884718,7917.376243773439,8720.554091831624,8839.15297130411,9305.306490085013,9340.02145257689,9975.890070841378,11809.682227964719,12206.75119068451,15139.808483094348,,,,,,,,,,
18/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4734.036352286033,4861.766730606185,5170.554567039184,6074.67946636659,7126.910712884718,7917.376243773439,8720.554091831624,8839.152971304013,9305.306489917539,9340.021327174703,9975.86134329981,11806.716249442507,12086.580973973285,13902.256874077231,16323.949867477237,,,,,,,,,
19/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4861.766730606185,5170.554567039184,6074.67946636659,7126.910712884718,7917.376243773439,8720.554091831624,8839.152971304013,9305.306489917446,9340.021326985976,9975.861225625218,11806.683045042371,12082.869656217643,13796.14260440342,14724.218439205988,16783.880758685307,,,,,,,,
20/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5170.554567039184,6074.67946636659,7126.910712884718,7917.376243773439,8720.554091831624,8839.152971304013,9305.306489917446,9340.021326985872,9975.861225448152,11806.682908958597,12082.828087948497,13792.887418001403,14584.07999420561,15238.533503887224,17143.56778296635,,,,,,,
21/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6074.67946636659,7126.910712884718,7917.376243773439,8720.554091831624,8839.152971304013,9305.306489917446,9340.021326985872,9975.861225448054,11806.68290875379,12082.827917557255,13792.85104774101,14579.747941900136,15105.42041837719,15525.912059984157,18106.227037037657,,,,,,
22/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7126.910712884718,7917.376243773439,8720.554091831624,8839.152971304013,9305.306489917446,9340.021326985872,9975.861225448054,11806.682908753677,12082.8279173008,13792.85089879033,14579.69940414857,15101.330463305872,15385.770485141533,16472.91162065794,18706.706601921316,,,,,
23/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7917.376243773439,8720.554091831624,8839.152971304013,9305.306489917446,9340.021326985872,9975.861225448054,11806.682908753677,12082.827917300658,13792.850898566217,14579.699205163099,15101.284739689869,15381.45517804074,16331.753682962728,16916.55050160208,19702.315347563163,,,,
24/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8720.554091831624,8839.152971304013,9305.306489917446,9340.021326985872,9975.861225448054,11806.682908753677,12082.827917300658,13792.850898566094,14579.699204863591,15101.284552393841,15381.406895931608,16327.410993799986,16761.084587439265,17931.477038612087,20966.590754246892,,,
25/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8839.152971304013,9305.306489917446,9340.021326985872,9975.861225448054,11806.682908753677,12082.827917300658,13792.850898566094,14579.699204863426,15101.284552112013,15381.406698096001,16327.362421525662,16756.293453285023,17778.64432902757,19018.084908948986,23559.7996731732,,
26/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9305.306489917446,9340.021326985872,9975.861225448054,11806.682908753677,12082.827917300658,13792.850898566094,14579.699204863426,15101.284552111856,15381.406697798282,16327.362222525577,16756.239831596737,17773.94485404785,18848.820110935085,21517.20456360407,24329.51852305059,
27/04/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9340.021326985872,9975.861225448054,11806.682908753677,12082.827917300658,13792.850898566094,14579.699204863426,15101.284552111856,15381.406697798117,16327.362222226117,16756.239611858775,17773.89230099762,18843.603154942964,21340.305355569828,21905.127841410816,24370.82778832088
